segment,orig_month_back,orig_date,seasoning0,income,score,ltv0,limit,util0,ead0,tenor_m,secured,collateral_type,pit_pd_base,ttc_pd,shock_pd,shock_lgd,shock_ead,stage_ifrs9,ECL_12m_EIR_t,ECL_life_EIR_t,ECL_stage_EIR_t,interest_gross_12m,interest_stage3_12m,vintage
Mortgage,33,2022-04-17,33,42422.675058199704,773.0830286753467,0.697152479048246,461244.6921676009,0.5872175189439877,270850.9637607419,54,1,property,0.022,0.018,-0.3751574151529827,0.1426626024102587,-1.0570357120540705,Stage3,0.0,17936.13501975141,17936.13501975141,53403.633420750055,53403.633420750055,30
Mortgage,51,2020-10-24,51,9541.842458483334,587.816927024201,0.8215570745801162,1728170.7897389475,0.808257951211771,1396807.78185843,24,1,property,0.022,0.018,-0.37686788795104664,0.26702855769391504,0.08589543396774363,Stage3,83893.09710762293,83893.09710762293,83893.09710762293,233813.47652847634,205978.53884651486,48
Mortgage,47,2021-02-21,47,16170.035058029665,778.9550366158969,0.6792694633899867,2291652.4813379855,0.9663068888807381,2214439.5796375326,24,0,none,0.022,0.018,-0.2738105935927404,0.03712760791091699,0.007882712557452003,Stage3,1002210.2621465413,1002210.2621465413,1002210.2621465413,434222.71757240314,79430.98492178106,42
Mortgage,59,2020-02-27,59,25437.087883185373,633.2484510219055,0.7188728427639676,2733043.46212924,0.9386454081438479,2565358.6959851757,32,0,none,0.022,0.018,-2.995646926038057,-2.8587581930826524,-0.018814599275044364,Stage3,803157.3591019111,803157.3591019111,803157.3591019111,515856.4951898004,390737.20638353185,54
Mortgage,17,2023-08-10,17,40841.78166072581,566.0119067743726,0.7209898870098811,1157298.6890351097,0.7750586939673504,896974.4104536789,108,1,property,0.022,0.018,-0.06338682650567708,0.35065268231427416,1.0481915626434712,Stage3,224204.64558865686,224204.64558865686,224204.64558865686,198722.27748508545,97791.44472245735,12
Mortgage,39,2021-10-19,39,26273.194086295516,734.9096493111134,0.6800317045136899,1302433.0424988868,0.8732329268144517,1137327.417681154,97,1,property,0.022,0.018,0.02526295953481814,2.1312000936511466,1.0895456464510525,Stage3,0.0,122649.68178666044,122649.68178666044,235876.967562831,235876.967562831,36
Mortgage,34,2022-03-18,34,95821.500433094,768.1559772183855,0.548884619150718,967435.1523185988,0.7824120359278527,756932.9071537672,89,1,property,0.022,0.018,-0.5394003389723729,-0.08898722103511826,0.6462144630209105,Stage3,0.0,76410.24824351091,76410.24824351091,156117.41210046443,156117.41210046443,30
Mortgage,40,2021-09-19,40,52878.0352172621,624.4764822357132,0.580155201772199,1697090.4603673676,0.8894087138966322,1509407.043721584,84,1,property,0.022,0.018,-0.8222933695547915,-1.4137558362959632,-1.5013764358285868,Stage3,0.0,98230.90036732514,98230.90036732514,310064.9409090724,310064.9409090724,36
Mortgage,28,2022-09-14,28,82658.91470427012,679.73132110187,0.6554171251171874,485189.78897264437,0.9021329429575901,437705.69221886375,110,1,property,0.022,0.018,1.9348578263047234,-0.10013722855900734,1.2088372285111677,Stage3,0.0,72853.4560354313,72853.4560354313,91436.31753966538,91436.31753966538,24
Mortgage,51,2020-10-24,51,53001.38867304776,743.8190725104214,0.8302007906826637,1981049.3668606977,0.7687421426177952,1522916.1349121192,46,1,property,0.022,0.018,0.10920555276805806,1.2279410578843848,-0.37227556500565995,Stage3,0.0,56984.29428235241,56984.29428235241,294092.0269419182,294092.0269419182,48
Mortgage,28,2022-09-14,28,18672.19191602461,741.4941815973034,0.8764090768214003,2944195.3505166727,0.7975111279420937,2348028.5548724197,73,1,property,0.022,0.018,0.3445905326809942,0.5509098974315938,1.8307747849598899,Stage3,0.0,431723.9603982919,431723.9603982919,477106.35774699284,477106.35774699284,24
Mortgage,37,2021-12-18,37,22257.98338885792,711.5313337212771,0.44711720844183106,2150826.1920748595,0.8892492141361029,1912620.5010459155,72,1,none,0.022,0.018,0.36266494819558676,0.4454377232907691,-0.8468334308553542,Stage3,0.0,571846.7905909067,571846.7905909067,388181.1467615725,388181.1467615725,36
Mortgage,41,2021-08-20,41,29296.15341844259,763.196903139407,0.638345923061837,508399.90368233575,0.9706942551678889,493500.8658323513,30,1,vehicle,0.022,0.018,1.3088222898137338,-1.069537381828409,0.12351086949632309,Stage3,0.0,8959.016100550276,8959.016100550276,87979.29228804333,87979.29228804333,36
Mortgage,20,2023-05-12,20,21975.481226157834,697.4380835069628,0.7955755001314505,2439695.1250619963,0.9162403875630853,2235347.2069225735,71,1,property,0.022,0.018,-0.8435406842929544,-1.3173299201790014,-0.16128330654758843,Stage2,0.0,0.0,0.0,453136.8123747332,453136.8123747332,18
Mortgage,41,2021-08-20,41,57189.023927875605,768.4222342867711,0.7082233744727348,907688.1351603114,0.8478436609554545,769577.6315201478,125,1,property,0.022,0.018,-0.8588530789250252,0.029253594868234152,0.7864436038305457,Stage3,0.0,161952.27450988366,161952.27450988366,161797.49075588913,161797.49075588913,36
Mortgage,12,2024-01-07,12,33976.5803887958,693.6467078183066,0.6803550800025638,2588986.9680568483,0.4727174483745622,1223859.3134148275,80,1,property,0.022,0.018,0.8786921108528452,-0.501130787881183,1.1340459089132569,Stage3,0.0,133598.70391361494,133598.70391361494,250503.86199895904,250503.86199895904,12
Mortgage,48,2021-01-22,48,39582.29261224719,678.7675964960157,0.6892638294424058,1522820.3948013082,0.7705577634312006,1173421.077525514,123,1,property,0.022,0.018,-0.07621539588562744,0.3156440470815085,-0.7412138654462314,Stage3,512237.5819149871,512237.5819149871,512237.5819149871,256212.96560232638,0.0,48
Mortgage,40,2021-09-19,40,64741.40398505623,726.2797769134978,0.6750285041589703,162403.17488133375,0.5057786440711536,82140.05758433141,133,1,property,0.022,0.018,-2.7648611734970543,1.3119602769424459,0.7155914791899726,Stage3,0.0,12337.738322581505,12337.738322581505,17317.86214069654,17317.86214069654,36
Mortgage,16,2023-09-09,16,81570.48519121358,773.1787071930066,0.6169381108910054,1492560.0659077708,0.8675206915436338,1294826.7405467208,119,1,property,0.022,0.018,-0.8319714096142036,0.4528029852687224,-0.3113991804736371,Stage3,0.0,122052.47307344442,122052.47307344442,271584.42227568943,271584.42227568943,12
Mortgage,55,2020-06-26,55,32403.355709355135,627.1112535725633,0.676477053569669,478180.09507986036,0.6842631553304844,327201.0206755763,62,1,none,0.022,0.018,0.4481311748306437,1.1173822805913562,0.053663781718495306,Stage3,150900.50347972533,150900.50347972533,150900.50347972533,66652.27829859054,50447.960646783526,54
Mortgage,8,2024-05-06,8,20473.309272338854,781.4766550084955,0.6797565070136603,1033449.4835753351,0.8576769593113398,886365.8106747678,133,1,property,0.022,0.018,0.9516694151468741,-0.15815770682963404,1.6565839806460714,Stage2,0.0,0.0,0.0,186875.45841726355,186875.45841726355,6
Mortgage,40,2021-09-19,40,22046.960744437903,714.8611787321746,0.7414481176125749,2040627.5885420896,0.7772237617209284,1586024.2506381897,33,1,property,0.022,0.018,0.1054166675360355,2.0161309066274065,0.5708397976068641,Stage3,357406.1246861708,357406.1246861708,357406.1246861708,297507.6432345286,207855.91253480967,36
Mortgage,0,2025-01-01,0,58850.21410233266,643.1296376367465,0.7150299009094399,2775141.772927338,0.6372283950670496,1768399.1380460141,118,1,none,0.022,0.018,-0.10009917557154295,-0.27527803088146446,-0.23919799236114578,Stage3,0.0,736320.4948411694,736320.4948411694,370759.238087767,370759.238087767,0
Mortgage,1,2024-12-02,1,40601.23949664703,707.4663904278829,0.6703431164559542,221951.42789573426,0.7326774668585858,162618.80995629265,59,0,none,0.022,0.018,-1.6376034341474566,-0.4710953263195318,-1.164785061130222,Stage2,0.0,0.0,0.0,32704.258122515108,32704.258122515108,0
Mortgage,59,2020-02-27,59,24988.85454109551,718.0012266912507,0.5528350588361766,1927535.681605606,0.7774621104034167,1498585.958898983,40,1,cash,0.022,0.018,-1.3811700894261094,-1.508980840133689,-0.4923753817402877,Stage3,0.0,122225.00240033466,122225.00240033466,283194.32095091045,283194.32095091045,54
Mortgage,47,2021-02-21,47,48890.54863913876,672.0574732364335,0.7410074274792444,1968630.0366401833,0.8146953230420388,1603833.683650835,48,1,property,0.022,0.018,-0.09400083509070588,-0.9026394155731962,-1.0846519794105072,Stage2,0.0,0.0,0.0,311553.22407940694,311553.22407940694,42
Mortgage,28,2022-09-14,28,23109.173780133933,822.0894114893247,0.6918218056568167,1066507.9663727363,0.7704716928498616,821714.1982890654,64,1,property,0.022,0.018,-0.20971628782297297,0.36122255500147077,0.5469576079354834,Stage3,0.0,53371.20179688482,53371.20179688482,164994.99378343933,164994.99378343933,24
Mortgage,32,2022-05-17,32,17250.519720322023,730.6155009824013,0.7384993127394572,2101986.930718678,0.9716858704174455,2042471.0003814735,141,1,none,0.022,0.018,-0.32437450802893547,-0.0033173582436788543,-0.061157141528699485,Stage3,0.0,452778.2273190918,452778.2273190918,431690.8350091986,431690.8350091986,30
Mortgage,9,2024-04-06,9,15627.016505711339,677.7514928473904,0.6670404987067332,1109844.0895080764,0.9162489330744167,1016893.4628907224,25,1,property,0.022,0.018,0.273834580358261,0.8378788144578205,0.5049757780416274,Stage3,0.0,102131.48457499317,102131.48457499317,172448.18308188504,172448.18308188504,6
Mortgage,49,2020-12-23,49,19785.29937752524,628.3331135198853,0.6367370239222412,832629.6282316513,0.80053138278564,666546.1476365771,24,1,property,0.022,0.018,1.314556805604496,1.3306151908870043,-0.26248212224918155,Stage3,0.0,0.0,0.0,111574.02906090532,111574.02906090532,48
Mortgage,57,2020-04-27,57,59046.03986507247,797.1815621884181,0.5988140439790136,1907398.3673582345,0.7247867884733161,1382457.1370168212,118,1,property,0.022,0.018,0.10832381102672332,-0.4334392458906007,0.8972001473740506,Stage2,0.0,0.0,0.0,289843.36385489436,289843.36385489436,54
Mortgage,59,2020-02-27,59,33353.7160333578,731.6974928836446,0.7579035921354339,560620.7838989777,0.8740942516710309,490035.40457340365,85,1,property,0.022,0.018,0.7023336820241953,-0.4196988662641478,-2.383805319662528,Stage3,156913.07349591915,156913.07349591915,156913.07349591915,102994.94128266,35294.21663891776,54
Mortgage,39,2021-10-19,39,35803.60981689765,701.9004262440252,0.6004182590569865,2170629.8201397643,0.9396588288355874,2039651.4746281325,142,1,property,0.022,0.018,-0.5064502181226549,-0.07530369043751636,-0.8211857526178482,Stage3,0.0,145899.46536320064,145899.46536320064,431219.9323309548,431219.9323309548,36
Mortgage,20,2023-05-12,20,39282.20992209425,736.8470794227849,0.5581805375117936,1997079.3904519267,0.7703959616224717,1538541.8974436317,55,1,property,0.022,0.018,-0.35922324105868714,0.21205284556777532,0.1641619903044027,Stage3,0.0,85706.52290112899,85706.52290112899,304004.4823282138,304004.4823282138,18
Mortgage,27,2022-10-14,27,23756.128008560394,684.5036779770827,0.5979614401628368,707677.1872598411,0.8943547327810496,632914.44170702,33,1,property,0.022,0.018,-0.799922886309017,-0.21762552023577716,-0.2857775994958152,Stage2,0.0,0.0,0.0,66310.81855416489,66310.81855416489,24
Mortgage,10,2024-03-07,10,29689.229600162147,812.9997113209273,0.66667419561259,171572.91890234835,0.9787148912738793,167920.970669054,79,1,property,0.022,0.018,0.18232163561946058,-1.7863764393526782,-0.3596620450188373,Stage2,0.0,0.0,0.0,34337.68566886426,34337.68566886426,6
Mortgage,54,2020-07-26,54,30914.001847045878,762.113599987029,0.5820950538598603,2446577.8532747123,0.8072939610823469,1975107.5262664873,110,1,property,0.022,0.018,0.16793363583928644,-1.008291254851891,0.6003016811804407,Stage2,0.0,0.0,0.0,412598.15021181566,412598.15021181566,54
Mortgage,33,2022-04-17,33,24562.8578414419,787.5018937178818,0.6909556034944169,2370684.1192448763,0.8161629442543467,1934864.530659921,34,0,none,0.022,0.018,-0.10821967062200782,0.15924810931986091,0.08454276025001059,Stage3,0.0,0.0,0.0,354725.16395431885,354725.16395431885,30
Mortgage,7,2024-06-05,7,29612.384295493066,698.4303950303253,0.654620501587947,1759816.0146273416,0.9498275293287289,1671521.697246618,94,1,property,0.022,0.018,-0.16090561056156452,-0.0413868421334276,-0.32341788202369404,Stage3,0.0,331994.4914186572,331994.4914186572,407939.45741544676,407939.45741544676,6
Mortgage,58,2020-03-28,58,34506.56409129307,692.7091923210625,0.6447728288857314,2898170.1863047197,0.7670145238490014,2222938.6254818863,117,1,property,0.022,0.018,0.2645709519723432,-0.18563541118949656,-0.746700532814673,Stage3,776102.6043590801,776102.6043590801,776102.6043590801,524890.4569410547,205464.59466360434,54
Mortgage,21,2023-04-12,21,32725.055576357732,758.457846093342,0.5510140485118239,2045491.5242386225,0.6870452788887552,1405345.2947351094,118,1,property,0.022,0.018,0.6088347241517905,0.5965462571126507,-0.6188877044931935,Stage3,359498.6001927578,359498.6001927578,359498.6001927578,303625.814529948,226142.8617522984,18
Mortgage,7,2024-06-05,7,43561.90949501066,744.9214637530953,0.5563580743857885,830281.7560900493,0.8206937961580684,681407.0862863299,113,1,property,0.022,0.018,0.02200365502225876,-1.001642216058574,1.4824924338102892,Stage3,0.0,33143.209320607166,33143.209320607166,142547.92885436353,142547.92885436353,6
Mortgage,48,2021-01-22,48,29614.978291867144,754.2582602220167,0.6795092940470117,2688618.7566471593,0.9733800417851073,2617047.837689435,69,1,property,0.022,0.018,0.4851328200484577,-0.8603562298698304,-0.2919982847469746,Stage3,559853.7059815581,559853.7059815581,559853.7059815581,560933.41521064,47979.21035763964,48
Mortgage,14,2023-11-08,14,69482.83320670982,742.9621209705973,0.5597813726417504,836273.7881501731,0.8607876284828025,719854.1308641172,63,1,none,0.022,0.018,0.4200037826777803,1.4804100580814425,1.859866113398413,Stage3,312248.81875296443,312248.81875296443,312248.81875296443,144957.72296513707,99618.52327119555,12
Mortgage,16,2023-09-09,16,23535.113626212576,691.6986887427773,0.42303951722113675,2352120.7147469814,0.9266105089798972,2179499.7726738597,104,1,property,0.022,0.018,-0.2010917688891892,0.03140682581386078,0.3223958243629865,Stage3,0.0,402808.3772366055,402808.3772366055,453886.11770732305,453886.11770732305,12
Mortgage,59,2020-02-27,59,29064.70561354546,669.8975254633897,0.7722503212416398,1725297.7622562964,0.7973744781466557,1375708.402826707,76,1,property,0.022,0.018,-0.37536888325721035,0.3865670334182848,-0.18467110625510105,Stage3,0.0,36381.930600634594,36381.930600634594,280461.0863896046,280461.0863896046,54
Mortgage,22,2023-03-13,22,42850.9163099143,672.9461832412178,0.7108803571818182,435477.6384190682,0.8447234389519237,367858.16831201763,135,1,none,0.022,0.018,0.4513172576478091,-1.2849157301457834,1.0462407818861559,Stage3,0.0,44931.816268518494,44931.816268518494,77607.0926729906,77607.0926729906,18
Mortgage,23,2023-02-11,23,47070.21556945585,715.7747827908458,0.907254443565006,1124262.0694373013,0.8602434087912326,967139.0349874295,143,1,vehicle,0.022,0.018,0.03125831069700673,-0.3807187668911619,-0.41747737704857735,Stage3,0.0,123645.9153056798,123645.9153056798,204529.47338501766,204529.47338501766,18
Mortgage,44,2021-05-22,44,21881.928817477983,723.8570892751374,0.5358500697840467,1666856.6717973743,0.9620635375652437,1603622.0262836101,45,1,cash,0.022,0.018,0.08874838210375617,-0.6215155449711162,0.0822420734445353,Stage3,0.0,164639.84994159118,164639.84994159118,308697.240059595,308697.240059595,42
Mortgage,18,2023-07-11,18,34781.875466190184,793.6251019590848,0.6922104560199559,2521139.639705836,0.8707694973934026,2195331.496925235,72,1,property,0.022,0.018,0.45196423538187536,-0.4478757949947527,1.450494600710691,Stage3,348534.8337815369,348534.8337815369,348534.8337815369,471068.66698106984,40247.74411029597,18
Mortgage,4,2024-09-03,4,50807.746121664044,744.4105220270528,0.659495380042203,512577.976933835,0.7481183365496794,383468.9834557406,58,1,property,0.022,0.018,-0.7834058401359704,-0.7171909884536359,0.014299778825153639,Stage3,0.0,12597.106012879754,12597.106012879754,76222.86986936037,76222.86986936037,0
Mortgage,31,2022-06-16,31,18525.652177513144,762.3775814290681,0.6375438397051598,2669924.7269895826,0.8997685685254053,2402314.3496740004,77,1,property,0.022,0.018,0.7985716462851363,0.7687448625696748,0.9631308364462925,Stage3,319521.71085733635,319521.71085733635,319521.71085733635,498954.36854742246,214417.0921748505,30
Mortgage,43,2021-06-21,43,35000.52010013487,707.2668146809406,0.6243301617185613,314091.59899454575,0.852641712485455,267807.5988440043,96,1,property,0.022,0.018,0.8202736367540763,0.6223227602309219,0.11239888832459045,Stage3,75001.42247234714,75001.42247234714,75001.42247234714,56591.97417677248,19329.130906039187,42
Mortgage,0,2025-01-01,0,19447.84022696086,773.2333216620784,0.6032700769131727,767554.2679385325,0.8181125374853019,627945.7698008661,70,1,none,0.022,0.018,0.45551941043904143,2.3606229220812707,-0.000342478709176324,Stage2,0.0,0.0,0.0,127136.26672634928,127136.26672634928,0
Mortgage,22,2023-03-13,22,25811.269920173705,672.4374403386818,0.6364591003487639,2629356.084169326,0.7286322368309358,1915833.6050333262,66,1,property,0.022,0.018,-0.5661489392426983,0.060216297214439496,0.0800840313596579,Stage3,0.0,47247.53239350929,47247.53239350929,385819.41369055747,385819.41369055747,18
Mortgage,36,2022-01-17,36,37644.3108205146,754.9597194680609,0.5682934940412074,2200008.39609869,0.7747333051125149,1704419.7759848211,101,1,property,0.022,0.018,0.9274795689299568,0.5416397520720401,0.7114126279388145,Stage3,0.0,216847.4489927242,216847.4489927242,354348.8714272443,354348.8714272443,36
Mortgage,7,2024-06-05,7,33147.43548128639,780.6020879890726,0.9789799001386535,1541281.835173083,0.7571532561706428,1166986.5601779637,87,1,none,0.022,0.018,-0.33616539218841834,1.357815932057986,-0.2145857256682381,Stage3,0.0,436472.37990166346,436472.37990166346,240317.81372967144,240317.81372967144,6
Mortgage,12,2024-01-07,12,22492.668324162798,683.4044305862461,0.5801617001020517,1042025.3603835917,0.7140249453112484,744032.100960828,76,1,property,0.022,0.018,1.3565889602045376,-1.1561036013285373,0.7062449866856774,Stage3,0.0,79831.03656140942,79831.03656140942,154197.50484164228,140870.90448425122,12
Mortgage,7,2024-06-05,7,60656.961606994504,712.1119587383389,0.513674297933403,1942965.2477485645,0.8442204799908118,1640291.0540597597,104,1,none,0.022,0.018,-0.5588691231143982,1.1559708799148225,-0.12199329202511293,Stage3,0.0,454869.81664299197,454869.81664299197,341594.59329691116,341594.59329691116,6
Mortgage,56,2020-05-27,56,31566.88070595871,705.0357090225631,0.9364124676757122,2201310.8458944038,0.9130535723617828,2009914.731722623,81,1,property,0.022,0.018,0.35366893018544354,-1.2573052284362487,-0.5611221916491784,Stage3,0.0,91068.76759565406,91068.76759565406,411781.2806616724,411781.2806616724,54
Mortgage,22,2023-03-13,22,45750.298311467675,707.8698707568847,0.7362387978091065,811942.2386830895,0.8298538237069134,673793.3714003131,64,1,property,0.022,0.018,3.3510628459986416,0.15801403590996999,-0.12285903858740885,Stage3,0.0,106724.06864670344,106724.06864670344,135293.43092403118,135293.43092403118,18
Mortgage,42,2021-07-21,42,68236.89300247269,750.9360771550123,0.5289551747493717,619718.3548690798,0.783009877969619,485245.5934215712,34,1,property,0.022,0.018,-0.9597108485314818,-0.18614844905805703,1.3901580086958145,Stage3,82701.97210578967,82701.97210578967,82701.97210578967,101092.83196282735,8896.169212728806,42
Mortgage,0,2025-01-01,0,27334.488440760888,710.153873819988,0.5857874343012823,671445.141895976,0.9107357947881143,611509.1249612499,124,1,property,0.022,0.018,-0.29057889690031147,0.863605335109055,0.4259882789828867,Stage3,0.0,205290.8275894492,205290.8275894492,136684.68704235984,136684.68704235984,0
Mortgage,44,2021-05-22,44,47030.71865205092,756.4506575339041,0.6325900706524806,436128.0533096441,0.9120262001371079,397760.21123318875,43,0,none,0.022,0.018,0.18335066906509728,0.3492309838334375,0.2019347080944181,Stage3,0.0,0.0,0.0,76047.96419529773,76047.96419529773,42
Mortgage,50,2020-11-23,50,43233.41000137269,777.6901512611767,0.7430379149214497,1184849.0489064313,0.9004375668205392,1066882.594646937,120,1,property,0.022,0.018,0.5849930941488293,-0.243299283171068,0.4924711118884057,Stage3,210994.01485755175,210994.01485755175,210994.01485755175,228050.0799567297,188741.09408632846,48
Mortgage,23,2023-02-11,23,20259.724441715694,633.1469139994977,0.5803336383333683,153113.49042684064,0.6276315776468975,96098.86155562113,140,1,property,0.022,0.018,0.7384542691084598,-0.7023794259227645,0.6043841815355042,Stage3,0.0,10604.05766002724,10604.05766002724,21272.634957600094,21272.634957600094,18
Mortgage,34,2022-03-18,34,60297.09714469398,723.4140613364781,0.6545856851250458,2157271.2411957043,0.8891860001090153,1918215.3861090192,61,1,property,0.022,0.018,0.5724871132186523,0.09554252608837051,-0.3684450573565191,Stage3,0.0,382470.01887911337,382470.01887911337,394253.94131698733,394253.94131698733,30
Mortgage,23,2023-02-11,23,37888.17988155607,722.5394291778088,0.4995007881472513,165735.49855874415,0.8765042300252202,145267.86555207803,86,1,property,0.022,0.018,0.15674906219316992,-0.10377537790153717,0.04987059958368412,Stage3,61583.59686199461,61583.59686199461,61583.59686199461,34606.77285982403,24675.16892128535,18
Mortgage,16,2023-09-09,16,29033.59970467403,668.3367572939991,0.8036487943262429,1319244.9237268905,0.9173187704843498,1210168.131400871,48,1,property,0.022,0.018,-0.5048680508361306,-1.3332839339514715,0.04353012868079662,Stage3,0.0,106429.75299955667,106429.75299955667,235081.59658914802,235081.59658914802,12
Mortgage,4,2024-09-03,4,18393.603480493977,745.0082443551676,0.7467074661432423,2691147.451594761,0.8457559840844543,2276054.0612398987,40,1,property,0.022,0.018,1.2466313161760043,-1.7319447574929778,-0.5730138890617802,Stage3,307857.7957819396,307857.7957819396,307857.7957819396,472632.27472940856,199062.32645429551,0
Mortgage,19,2023-06-11,19,21264.67713550583,665.8702178485722,0.5058347555017919,1104750.817281668,0.8343911936998141,921794.3531724962,52,1,property,0.022,0.018,0.18580755665815135,2.61873545610446,0.07056320525877877,Stage3,0.0,51923.82412255822,51923.82412255822,180924.73480895467,180924.73480895467,18
Mortgage,20,2023-05-12,20,34697.488960117305,736.6629458941127,0.6961571134711297,293763.9442110503,0.7735866317723031,227251.86013837316,92,0,none,0.022,0.018,0.14431877189700673,-0.20995510930259595,-0.32596019947792865,Stage3,0.0,67118.65304338814,67118.65304338814,46973.70867255822,46973.70867255822,18
Mortgage,39,2021-10-19,39,20704.353557505976,715.9810926794836,0.8095913640310475,609540.555395238,0.891084672238756,543152.246020595,74,1,property,0.022,0.018,0.7511986252809599,-0.14947640467956197,-1.9084619333097,Stage3,0.0,34380.48466015638,34380.48466015638,110490.55963569638,110490.55963569638,36
Mortgage,57,2020-04-27,57,47370.43306537638,724.4467470928203,0.6965763876767067,1546597.9838820319,0.77622704844155,1200511.1881544015,26,1,property,0.022,0.018,1.8327281904943566,0.2042050080371535,-0.21798889437118002,Stage3,0.0,174886.83303204566,174886.83303204566,215716.47019801606,215716.47019801606,54
Mortgage,30,2022-07-16,30,30971.114990177524,754.842424787159,0.6294546039034625,1854752.4777795176,0.795701904572817,1475830.0790803137,106,1,property,0.022,0.018,-1.2925083542661149,2.7183390911949865,-3.909542639030533,Stage2,0.0,0.0,0.0,315241.9016229579,315241.9016229579,30
Mortgage,45,2021-04-22,45,18848.836523037753,656.3952601813911,0.6875788375620345,1149907.9418485847,0.820289700567293,943257.6412989277,109,1,property,0.022,0.018,-0.0016062243659938104,0.3351614275041109,0.5611371005658375,Stage3,207620.13064917887,207620.13064917887,207620.13064917887,204154.1422718744,17293.05675714701,42
Mortgage,35,2022-02-16,35,27489.566246207232,685.4093442797712,0.6576096086451141,2633836.756195191,0.7805962134928695,2055962.9988443078,87,1,property,0.022,0.018,-5.037355093435454,-5.551715583073157,6.527769893931562,Stage2,0.0,0.0,0.0,423384.9384829382,423384.9384829382,30
Mortgage,10,2024-03-07,10,23238.975188210465,731.934088451022,0.6976142591647988,2883563.119552036,0.9282842038553666,2676766.094700059,72,1,property,0.022,0.018,-0.16678385950294425,-1.5201531590555046,0.15466484837516337,Stage3,0.0,481861.189593922,481861.189593922,543270.414431378,543270.414431378,6
Mortgage,51,2020-10-24,51,21717.2761105318,816.1731081398775,0.6890950945629637,898834.5377456042,0.9541085015494702,857585.6739493691,80,1,property,0.022,0.018,0.5581943548243617,-1.017747490569476,0.821310450111323,Stage3,0.0,68577.39767240566,68577.39767240566,185341.81373027642,185341.81373027642,48
Mortgage,14,2023-11-08,14,14323.271573289852,672.0930679617696,0.6527219613780822,2880158.069098258,0.9192673068867521,2647635.1515881037,58,1,property,0.022,0.018,0.6892698957771467,0.7041299452302348,-0.7625808705967335,Stage3,0.0,209451.81103846055,209451.81103846055,526275.5485525125,526275.5485525125,12
Mortgage,18,2023-07-11,18,37865.44142341143,750.1554940801768,0.4664022874748724,940371.3073242805,0.9106064776350065,856308.2038315892,133,1,property,0.022,0.018,-0.15884559750389682,-1.161079205961909,0.6221712261850718,Stage3,107407.82185917824,107407.82185917824,107407.82185917824,187982.2477630794,46740.156125807574,18
Mortgage,6,2024-07-05,6,24328.149137179054,737.5260611861418,0.6409218744332097,883271.936691688,0.9328623894616895,823971.1694066622,71,0,none,0.022,0.018,1.3250048542354123,2.530733217839881,-0.6824696661910887,Stage3,423779.78793867637,423779.78793867637,423779.78793867637,167678.1329742557,114806.64960399491,6
Mortgage,50,2020-11-23,50,79871.96952370601,682.3358418168473,0.6458549282715154,583815.8511033021,0.8704779519585647,508198.8263893488,22,1,property,0.022,0.018,-1.8352980032150616,-2.2426558120680995,-1.1097459426960274,Stage3,55733.85258934329,55733.85258934329,55733.85258934329,82521.8094279847,73204.83094417998,48
Mortgage,27,2022-10-14,27,55098.71616355185,848.1188627413894,0.5330529752286415,1877169.5023137997,0.923710340303527,1733960.8797896823,31,1,property,0.022,0.018,0.015112769270216592,-0.041631144599746636,0.4209492138641848,Stage3,0.0,90384.80409529273,90384.80409529273,311534.97140221286,311534.97140221286,24
Mortgage,50,2020-11-23,50,72057.55695162507,706.4290507908286,0.7058374205268093,2650494.1949829026,0.8399166285405755,2226194.1482164063,33,1,property,0.022,0.018,0.2942949382846093,0.774025818787401,-0.16507117837892507,Stage3,0.0,354665.8017654301,354665.8017654301,405584.74637817655,405584.74637817655,48
Mortgage,42,2021-07-21,42,49046.96283887999,873.5173007457868,0.5953122826936451,897246.328891117,0.9224572603466448,827671.3904049844,136,1,property,0.022,0.018,0.06294756857849992,-0.15918091677185078,0.2134876685765357,Stage3,0.0,89540.42181792566,89540.42181792566,174669.31787139256,160731.7403835852,42
Mortgage,57,2020-04-27,57,28408.800270486827,779.009351236119,0.7086387251230246,2378010.0616999003,0.9516013274532007,2262917.5314106927,34,1,property,0.022,0.018,-0.6373545639178212,0.9744340202982174,-0.6247207284121739,Stage3,326273.5182780883,326273.5182780883,326273.5182780883,425295.1534896718,361075.6471469529,54
Mortgage,4,2024-09-03,4,41610.78858101792,783.5016700879281,0.37546261048423335,2617498.6810998986,0.9200643281473285,2408267.165452697,115,1,cash,0.022,0.018,0.23112016285574677,0.8863051535812684,0.9002213056540473,Stage3,0.0,214712.75701361964,214712.75701361964,504257.34420487634,504257.34420487634,0
Mortgage,4,2024-09-03,4,31979.227539730833,715.4674171097058,0.5975145228227159,234409.41050670506,0.9243620250161854,216679.15737882815,131,1,property,0.022,0.018,0.4251840224326568,0.7215284351469967,-0.8991323417210059,Stage2,0.0,0.0,0.0,42848.95079787375,42848.95079787375,0
Mortgage,29,2022-08-15,29,41900.956624139864,828.7826459665953,0.7017278036027796,2265007.6558111794,0.8738246784582913,1979219.586544772,37,0,none,0.022,0.018,-0.9984546805204333,-2.2505034389703065,-0.6993261521471069,Stage2,0.0,0.0,0.0,368904.53960320615,368904.53960320615,24
